Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
160.0,114.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,162.0,206.0,0.0,0.0,205.0,0.0,0.0,0.0,491.0,494.0,1030.0,1041.0,138.0,175.0,237.0,271.0
191.0,122.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,162.0,206.0,0.0,0.0,205.0,0.0,0.0,0.0,491.0,494.0,1030.0,1041.0,138.0,175.0,230.0,278.0
130.0,104.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,162.0,206.0,0.0,0.0,205.0,0.0,0.0,0.0,491.0,494.0,1030.0,1041.0,138.0,175.0,229.0,261.0
158.0,112.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,162.0,205.0,0.0,0.0,205.0,0.0,0.0,0.0,490.0,494.0,1030.0,1041.0,137.0,174.0,229.0,223.0
165.0,114.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,162.0,205.0,0.0,0.0,205.0,0.0,0.0,0.0,491.0,494.0,1030.0,1041.0,137.0,174.0,229.0,234.0
167.0,115.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1046.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,162.0,205.0,0.0,0.0,205.0,0.0,0.0,0.0,491.0,494.0,1028.0,1041.0,137.0,175.0,230.0,244.0
165.0,114.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1046.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,162.0,205.0,0.0,0.0,205.0,0.0,0.0,0.0,490.0,494.0,1027.0,1041.0,136.0,174.0,229.0,225.0
178.0,119.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1046.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,162.0,205.0,0.0,0.0,205.0,0.0,0.0,0.0,490.0,494.0,1027.0,1041.0,136.0,173.0,229.0,248.0
