Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
292.0,158.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,435.0,1017.0,1036.0,0.0,0.0,0.0,76.0,118.0,109.0,101.0,0.0,0.0,399.0,0.0,2.0,0.0,279.0,206.0,304.0,107.0,412.0,0.0,0.0,1018.0,1038.0,0.0,0.0,385.0,240.0
291.0,158.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,434.0,1017.0,1035.0,0.0,0.0,0.0,0.0,103.0,60.0,101.0,0.0,0.0,399.0,0.0,0.0,0.0,304.0,206.0,300.0,107.0,412.0,0.0,0.0,1018.0,1038.0,0.0,0.0,385.0,280.0
292.0,158.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,434.0,1017.0,1035.0,0.0,0.0,0.0,0.0,105.0,61.0,101.0,0.0,0.0,399.0,0.0,4.0,0.0,301.0,208.0,303.0,107.0,412.0,0.0,0.0,1018.0,1039.0,1.0,1.0,384.0,268.0
292.0,158.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,434.0,1018.0,1036.0,0.0,0.0,0.0,0.0,116.0,65.0,101.0,0.0,0.0,399.0,0.0,7.0,0.0,320.0,207.0,319.0,106.0,412.0,0.0,0.0,1018.0,1039.0,0.0,1.0,385.0,268.0
293.0,158.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,434.0,1018.0,1037.0,0.0,0.0,0.0,0.0,109.0,62.0,101.0,0.0,0.0,398.0,0.0,1.0,0.0,306.0,207.0,308.0,106.0,412.0,0.0,0.0,1018.0,1040.0,0.0,2.0,386.0,286.0
293.0,158.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,434.0,1019.0,1038.0,0.0,0.0,0.0,0.0,107.0,62.0,101.0,0.0,0.0,398.0,0.0,9.0,0.0,303.0,207.0,305.0,111.0,412.0,0.0,0.0,1018.0,1040.0,3.0,8.0,387.0,295.0
293.0,158.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,434.0,1021.0,1038.0,0.0,0.0,0.0,32.0,94.0,57.0,101.0,0.0,0.0,398.0,0.0,9.0,0.0,302.0,207.0,318.0,109.0,412.0,0.0,0.0,1018.0,1041.0,4.0,3.0,387.0,270.0
293.0,158.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,435.0,1021.0,1037.0,0.0,0.0,0.0,116.0,114.0,125.0,101.0,0.0,0.0,396.0,0.0,19.0,0.0,297.0,207.0,283.0,108.0,412.0,0.0,0.0,1018.0,1043.0,5.0,6.0,387.0,304.0
