Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,SERAING TV,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,VILVOORDE GT,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
0.0,0.0,98.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1026.0,1027.0,0.0,104.0,62.0,0.0,0.0,124.0,83.0,126.0,99.0,0.0,145.0,127.0,0.0,238.0,204.0,164.0,0.0,0.0,122.0,404.0,488.0,495.0,0.0,0.0,69.0,125.0,0.0,334.0,280.0
0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,1028.0,0.0,99.0,60.0,0.0,0.0,124.0,61.0,115.0,91.0,0.0,151.0,141.0,0.0,205.0,120.0,193.0,0.0,0.0,122.0,343.0,487.0,496.0,0.0,0.0,89.0,123.0,0.0,334.0,278.0
0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,1027.0,0.0,113.0,64.0,0.0,0.0,124.0,71.0,119.0,79.0,0.0,153.0,181.0,0.0,225.0,154.0,220.0,0.0,0.0,122.0,253.0,487.0,496.0,0.0,0.0,102.0,143.0,0.0,330.0,252.0
0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,1029.0,0.0,104.0,61.0,0.0,0.0,124.0,61.0,117.0,72.0,0.0,149.0,188.0,0.0,172.0,115.0,239.0,0.0,0.0,122.0,246.0,487.0,495.0,0.0,0.0,122.0,155.0,0.0,327.0,271.0
0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,1030.0,0.0,111.0,63.0,61.0,0.0,124.0,63.0,116.0,67.0,0.0,146.0,185.0,0.0,176.0,167.0,249.0,0.0,0.0,121.0,241.0,487.0,495.0,0.0,0.0,107.0,154.0,0.0,325.0,289.0
0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,1031.0,0.0,123.0,68.0,85.0,18.0,124.0,90.0,126.0,87.0,54.0,157.0,203.0,0.0,254.0,172.0,272.0,0.0,0.0,121.0,330.0,487.0,495.0,0.0,0.0,122.0,168.0,0.0,323.0,289.0
0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1028.0,0.0,117.0,66.0,97.0,96.0,125.0,124.0,139.0,100.0,96.0,155.0,207.0,0.0,240.0,203.0,271.0,0.0,48.0,122.0,398.0,487.0,495.0,0.0,0.0,128.0,164.0,0.0,327.0,284.0
0.0,0.0,157.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,1024.0,1033.0,0.0,134.0,74.0,147.0,147.0,125.0,133.0,142.0,108.0,258.0,155.0,210.0,0.0,311.0,206.0,281.0,0.0,153.0,122.0,406.0,487.0,495.0,0.0,0.0,137.0,172.0,0.0,331.0,299.0
