Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
287.0,155.0,29.0,0.0,0.0,116.0,0.0,0.0,0.0,435.0,436.0,0.0,1041.0,118.0,0.0,57.0,0.0,0.0,0.0,94.0,396.0,35.0,45.0,0.0,278.0,138.0,1.0,117.0,359.0,487.0,489.0,1029.0,1041.0,30.0,39.0,247.0,239.0
255.0,145.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1041.0,95.0,0.0,48.0,0.0,0.0,0.0,91.0,396.0,41.0,51.0,0.0,248.0,136.0,0.0,118.0,332.0,487.0,489.0,1029.0,1040.0,31.0,48.0,230.0,245.0
278.0,153.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1041.0,10.0,0.0,0.0,0.0,0.0,0.0,86.0,227.0,62.0,76.0,0.0,195.0,136.0,0.0,121.0,262.0,487.0,489.0,1028.0,1040.0,42.0,63.0,232.0,264.0
96.0,94.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1041.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,173.0,64.0,74.0,0.0,197.0,136.0,0.0,119.0,261.0,487.0,489.0,1028.0,1040.0,50.0,59.0,230.0,258.0
73.0,82.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1041.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,173.0,54.0,57.0,0.0,180.0,136.0,0.0,117.0,250.0,487.0,489.0,1028.0,1040.0,44.0,63.0,232.0,256.0
231.0,134.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1042.0,0.0,0.0,0.0,0.0,23.0,0.0,83.0,172.0,49.0,49.0,0.0,190.0,139.0,57.0,121.0,260.0,487.0,489.0,1029.0,1040.0,32.0,49.0,232.0,245.0
244.0,141.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1042.0,0.0,0.0,0.0,38.0,71.0,35.0,92.0,360.0,40.0,45.0,0.0,247.0,140.0,267.0,121.0,305.0,487.0,489.0,1029.0,1041.0,28.0,40.0,360.0,248.0
296.0,157.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1042.0,0.0,0.0,0.0,107.0,109.0,124.0,94.0,325.0,35.0,26.0,0.0,218.0,141.0,304.0,122.0,304.0,487.0,489.0,1028.0,1041.0,17.0,25.0,378.0,232.0
