Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,43.0,58.0,0.0,250.0,204.0,63.0,0.0,93.0,343.0,474.0,478.0,0.0,0.0,23.0,39.0,0.0,256.0
0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,26.0,35.0,0.0,256.0,204.0,42.0,0.0,92.0,317.0,474.0,478.0,0.0,0.0,16.0,24.0,0.0,258.0
0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,17.0,23.0,0.0,203.0,206.0,26.0,0.0,91.0,288.0,474.0,479.0,0.0,0.0,10.0,15.0,0.0,273.0
0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,18.0,25.0,0.0,183.0,205.0,29.0,0.0,90.0,277.0,474.0,479.0,0.0,0.0,8.0,10.0,0.0,271.0
0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,20.0,26.0,0.0,153.0,205.0,32.0,0.0,87.0,244.0,474.0,478.0,0.0,0.0,9.0,17.0,0.0,246.0
0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,21.0,26.0,0.0,159.0,205.0,49.0,0.0,85.0,248.0,475.0,478.0,0.0,0.0,21.0,28.0,0.0,261.0
0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,42.0,52.0,0.0,181.0,205.0,80.0,1.0,91.0,268.0,475.0,478.0,0.0,0.0,34.0,52.0,0.0,230.0
0.0,0.0,41.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,52.0,75.0,0.0,247.0,205.0,100.0,113.0,95.0,330.0,475.0,478.0,0.0,0.0,40.0,52.0,0.0,186.0
0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,76.0,90.0,0.0,233.0,204.0,109.0,231.0,96.0,296.0,475.0,478.0,0.0,0.0,36.0,57.0,0.0,249.0
0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,83.0,0.0,68.0,92.0,0.0,187.0,205.0,104.0,138.0,91.0,251.0,475.0,479.0,0.0,0.0,34.0,55.0,0.0,281.0
0.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1010.0,0.0,0.0,0.0,0.0,0.0,39.0,9.0,84.0,0.0,40.0,52.0,0.0,190.0,204.0,59.0,138.0,86.0,275.0,475.0,478.0,0.0,0.0,19.0,33.0,0.0,278.0
