Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
0.0,0.0,42.0,1.0,3.0,101.0,1.0,41.0,137.0,431.0,0.0,1017.0,1036.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,39.0,48.0,0.0,0.0,206.0,301.0,90.0,383.0,132.0,227.0,0.0,1020.0,20.0,35.0,0.0,265.0
0.0,0.0,52.0,0.0,0.0,37.0,0.0,0.0,0.0,431.0,0.0,1017.0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,42.0,55.0,0.0,0.0,206.0,243.0,90.0,298.0,132.0,227.0,0.0,1022.0,20.0,44.0,0.0,269.0
0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,1017.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,55.0,74.0,0.0,0.0,206.0,228.0,90.0,273.0,175.0,227.0,0.0,1028.0,18.0,38.0,0.0,284.0
0.0,0.0,38.0,0.0,25.0,0.0,0.0,0.0,0.0,430.0,0.0,1017.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,34.0,46.0,0.0,0.0,207.0,263.0,90.0,296.0,365.0,227.0,0.0,1030.0,18.0,27.0,0.0,275.0
0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,1018.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,207.0,244.0,90.0,290.0,473.0,227.0,0.0,1030.0,8.0,19.0,0.0,294.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,1018.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,207.0,224.0,90.0,263.0,478.0,227.0,0.0,1030.0,5.0,9.0,0.0,291.0
0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,1017.0,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,207.0,244.0,90.0,280.0,477.0,227.0,0.0,1029.0,2.0,4.0,0.0,247.0
0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,1016.0,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,207.0,257.0,90.0,291.0,477.0,227.0,0.0,1028.0,0.0,2.0,0.0,269.0
