Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
12.0,16.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,436.0,438.0,0.0,1043.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,5.0,7.0,0.0,246.0,205.0,0.0,0.0,286.0,493.0,495.0,1028.0,1040.0,5.0,4.0,341.0,294.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,438.0,0.0,1043.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,3.0,4.0,0.0,253.0,204.0,0.0,0.0,288.0,493.0,495.0,1028.0,1040.0,4.0,1.0,339.0,291.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,438.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,1.0,0.0,224.0,205.0,0.0,0.0,276.0,493.0,494.0,1028.0,1040.0,3.0,5.0,342.0,294.0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,7.0,12.0,0.0,222.0,204.0,0.0,0.0,254.0,492.0,494.0,1028.0,1040.0,22.0,26.0,341.0,293.0
0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,13.0,17.0,0.0,206.0,204.0,0.0,0.0,251.0,493.0,494.0,1028.0,1040.0,22.0,26.0,340.0,287.0
0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,19.0,17.0,0.0,239.0,204.0,0.0,0.0,305.0,493.0,494.0,1027.0,1040.0,16.0,21.0,342.0,291.0
48.0,8.0,6.0,0.0,0.0,17.0,0.0,0.0,0.0,436.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,95.0,14.0,9.0,0.0,266.0,204.0,0.0,0.0,362.0,493.0,494.0,1027.0,1040.0,11.0,16.0,342.0,291.0
248.0,131.0,5.0,0.0,0.0,20.0,0.0,0.0,63.0,436.0,437.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,359.0,12.0,10.0,0.0,270.0,204.0,128.0,0.0,369.0,493.0,494.0,1027.0,1040.0,9.0,14.0,342.0,296.0
