Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
286.0,153.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,435.0,0.0,1036.0,0.0,0.0,0.0,109.0,108.0,130.0,115.0,0.0,0.0,190.0,43.0,0.0,332.0,208.0,349.0,105.0,362.0,0.0,0.0,1016.0,0.0,15.0,15.0,362.0,233.0
286.0,153.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,434.0,0.0,1036.0,0.0,0.0,0.0,109.0,108.0,128.0,102.0,0.0,0.0,190.0,36.0,0.0,346.0,208.0,349.0,105.0,367.0,0.0,0.0,1016.0,0.0,14.0,15.0,361.0,259.0
287.0,153.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,434.0,0.0,1036.0,0.0,0.0,0.0,112.0,111.0,130.0,101.0,0.0,0.0,190.0,32.0,0.0,333.0,208.0,349.0,105.0,368.0,0.0,0.0,1018.0,0.0,14.0,18.0,363.0,276.0
286.0,153.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,435.0,0.0,1037.0,0.0,0.0,0.0,116.0,115.0,133.0,91.0,0.0,0.0,190.0,26.0,0.0,323.0,208.0,349.0,105.0,310.0,0.0,0.0,1019.0,0.0,12.0,19.0,361.0,282.0
285.0,153.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,435.0,0.0,1037.0,0.0,0.0,0.0,114.0,113.0,132.0,88.0,0.0,0.0,190.0,29.0,0.0,330.0,208.0,349.0,105.0,295.0,0.0,0.0,1019.0,0.0,12.0,18.0,358.0,286.0
285.0,153.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,436.0,0.0,1037.0,0.0,0.0,0.0,110.0,110.0,129.0,99.0,0.0,0.0,190.0,28.0,0.0,311.0,208.0,348.0,105.0,361.0,0.0,0.0,1019.0,0.0,13.0,18.0,365.0,264.0
241.0,139.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,436.0,0.0,1036.0,0.0,0.0,0.0,127.0,126.0,140.0,107.0,0.0,0.0,190.0,36.0,0.0,355.0,208.0,302.0,105.0,381.0,0.0,0.0,1019.0,0.0,15.0,18.0,361.0,278.0
259.0,145.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,436.0,0.0,1036.0,0.0,0.0,0.0,132.0,132.0,143.0,116.0,0.0,0.0,190.0,35.0,0.0,356.0,208.0,322.0,97.0,375.0,0.0,0.0,1019.0,0.0,14.0,21.0,365.0,292.0
285.0,153.0,17.0,110.0,26.0,0.0,0.0,0.0,137.0,352.0,436.0,0.0,1037.0,0.0,0.0,0.0,159.0,154.0,159.0,122.0,0.0,0.0,190.0,29.0,22.0,358.0,208.0,349.0,92.0,396.0,0.0,0.0,1019.0,0.0,11.0,18.0,364.0,291.0
285.0,153.0,16.0,126.0,114.0,0.0,0.0,0.0,187.0,351.0,437.0,0.0,1037.0,0.0,0.0,0.0,160.0,153.0,159.0,112.0,0.0,0.0,190.0,34.0,34.0,363.0,208.0,349.0,92.0,392.0,0.0,0.0,1018.0,0.0,13.0,19.0,366.0,281.0
285.0,153.0,17.0,132.0,145.0,0.0,0.0,25.0,193.0,351.0,439.0,0.0,1037.0,0.0,0.0,0.0,158.0,152.0,158.0,118.0,0.0,0.0,190.0,37.0,34.0,362.0,210.0,348.0,92.0,401.0,0.0,0.0,1018.0,0.0,14.0,19.0,364.0,286.0
