Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
0.0,0.0,30.0,60.0,55.0,66.0,0.0,0.0,0.0,379.0,430.0,998.0,1014.0,34.0,25.0,0.0,50.0,0.0,0.0,41.0,0.0,0.0,0.0,51.0,0.0,0.0,209.0,0.0,90.0,312.0,0.0,0.0,1008.0,1025.0,33.0,45.0,0.0,252.0
0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,432.0,999.0,1015.0,70.0,71.0,0.0,68.0,0.0,0.0,41.0,0.0,0.0,0.0,65.0,0.0,0.0,209.0,0.0,90.0,289.0,0.0,0.0,1009.0,1025.0,30.0,39.0,0.0,260.0
0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,431.0,1001.0,1017.0,75.0,76.0,0.0,74.0,0.0,0.0,41.0,0.0,0.0,0.0,35.0,0.0,0.0,209.0,0.0,90.0,297.0,0.0,0.0,1009.0,1026.0,21.0,29.0,0.0,247.0
0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,431.0,1002.0,1018.0,72.0,72.0,0.0,75.0,0.0,0.0,41.0,0.0,0.0,0.0,34.0,0.0,0.0,209.0,0.0,90.0,293.0,0.0,0.0,1008.0,1026.0,13.0,34.0,0.0,240.0
0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,431.0,1002.0,1017.0,76.0,76.0,0.0,83.0,0.0,0.0,41.0,0.0,0.0,0.0,14.0,0.0,0.0,209.0,0.0,90.0,304.0,0.0,0.0,1008.0,1027.0,5.0,15.0,0.0,241.0
0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,431.0,1003.0,1019.0,73.0,73.0,0.0,78.0,0.0,0.0,41.0,0.0,0.0,0.0,3.0,0.0,0.0,209.0,0.0,90.0,300.0,0.0,0.0,1008.0,1027.0,0.0,1.0,0.0,282.0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,431.0,1004.0,1020.0,76.0,77.0,0.0,101.0,0.0,0.0,41.0,0.0,0.0,0.0,6.0,0.0,0.0,209.0,0.0,90.0,314.0,0.0,0.0,1013.0,1027.0,3.0,4.0,0.0,298.0
0.0,0.0,14.0,81.0,0.0,104.0,120.0,0.0,0.0,430.0,431.0,1003.0,1019.0,8.0,8.0,0.0,8.0,0.0,0.0,41.0,0.0,0.0,0.0,11.0,30.0,0.0,209.0,0.0,90.0,321.0,0.0,0.0,1013.0,1028.0,2.0,7.0,0.0,297.0
0.0,0.0,13.0,103.0,42.0,107.0,122.0,0.0,0.0,429.0,431.0,1002.0,1017.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,14.0,10.0,0.0,209.0,0.0,90.0,316.0,0.0,0.0,1012.0,1028.0,1.0,7.0,0.0,274.0
0.0,0.0,4.0,41.0,18.0,112.0,133.0,0.0,25.0,429.0,431.0,1001.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,6.0,0.0,0.0,209.0,0.0,90.0,319.0,0.0,0.0,1012.0,1028.0,1.0,3.0,0.0,249.0
0.0,0.0,0.0,97.0,0.0,112.0,133.0,120.0,124.0,428.0,433.0,1000.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.0,18.0,0.0,209.0,0.0,90.0,320.0,0.0,0.0,1012.0,1028.0,0.0,1.0,0.0,250.0
