Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
207.0,130.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,1029.0,0.0,0.0,0.0,154.0,148.0,156.0,100.0,0.0,0.0,393.0,102.0,0.0,279.0,208.0,329.0,0.0,378.0,0.0,0.0,1000.0,0.0,46.0,78.0,347.0,275.0
223.0,135.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,1029.0,0.0,0.0,0.0,154.0,148.0,156.0,101.0,0.0,0.0,393.0,84.0,0.0,269.0,208.0,331.0,0.0,380.0,0.0,0.0,999.0,0.0,44.0,71.0,346.0,293.0
219.0,135.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,1029.0,0.0,0.0,0.0,155.0,149.0,156.0,100.0,0.0,0.0,393.0,89.0,0.0,279.0,207.0,319.0,0.0,379.0,0.0,0.0,999.0,0.0,43.0,72.0,342.0,296.0
236.0,141.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,1030.0,0.0,0.0,0.0,155.0,149.0,157.0,108.0,0.0,0.0,394.0,89.0,0.0,309.0,208.0,269.0,0.0,387.0,0.0,0.0,1001.0,0.0,38.0,66.0,345.0,298.0
224.0,136.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,1031.0,7.0,0.0,0.0,155.0,149.0,157.0,103.0,0.0,0.0,394.0,116.0,0.0,296.0,207.0,255.0,0.0,384.0,0.0,0.0,1002.0,0.0,57.0,94.0,346.0,297.0
241.0,141.0,90.0,0.0,8.0,20.0,0.0,4.0,0.0,0.0,433.0,0.0,1031.0,114.0,56.0,0.0,156.0,149.0,157.0,111.0,0.0,0.0,350.0,132.0,2.0,293.0,207.0,204.0,0.0,390.0,0.0,0.0,1004.0,0.0,66.0,111.0,347.0,295.0
287.0,156.0,80.0,43.0,123.0,124.0,0.0,186.0,54.0,0.0,433.0,0.0,1030.0,114.0,116.0,0.0,156.0,149.0,157.0,128.0,0.0,0.0,394.0,109.0,77.0,300.0,207.0,342.0,0.0,387.0,0.0,0.0,1004.0,0.0,50.0,82.0,345.0,296.0
287.0,156.0,79.0,113.0,116.0,111.0,0.0,179.0,192.0,0.0,432.0,0.0,1030.0,114.0,116.0,0.0,155.0,149.0,156.0,127.0,0.0,0.0,394.0,134.0,88.0,308.0,218.0,348.0,0.0,367.0,0.0,0.0,1001.0,0.0,58.0,91.0,346.0,296.0
286.0,156.0,118.0,1.0,107.0,99.0,0.0,167.0,3.0,0.0,432.0,0.0,1031.0,114.0,116.0,0.0,155.0,149.0,156.0,121.0,0.0,0.0,394.0,178.0,35.0,303.0,220.0,347.0,0.0,348.0,0.0,0.0,1001.0,0.0,71.0,110.0,346.0,296.0
285.0,156.0,130.0,0.0,83.0,112.0,0.0,9.0,42.0,0.0,432.0,0.0,1030.0,114.0,116.0,0.0,114.0,113.0,133.0,104.0,0.0,0.0,389.0,164.0,55.0,354.0,220.0,345.0,0.0,374.0,0.0,0.0,1002.0,0.0,87.0,131.0,344.0,295.0
283.0,156.0,117.0,0.0,110.0,108.0,0.0,0.0,7.0,0.0,432.0,0.0,1029.0,114.0,116.0,0.0,108.0,108.0,128.0,101.0,0.0,0.0,389.0,168.0,16.0,359.0,223.0,343.0,0.0,370.0,0.0,0.0,999.0,0.0,100.0,149.0,346.0,295.0
282.0,155.0,138.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,432.0,0.0,1028.0,103.0,105.0,0.0,110.0,110.0,128.0,104.0,0.0,0.0,389.0,194.0,34.0,355.0,224.0,343.0,0.0,377.0,0.0,0.0,996.0,0.0,122.0,169.0,343.0,294.0
