Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,428.0,1002.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,158.0,209.0,0.0,233.0,0.0,0.0,101.0,286.0,465.0,468.0,997.0,1010.0,143.0,148.0,0.0,261.0
0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,428.0,1002.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,158.0,209.0,0.0,233.0,0.0,0.0,101.0,288.0,466.0,468.0,997.0,1012.0,143.0,147.0,0.0,258.0
0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,428.0,1002.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,158.0,209.0,0.0,235.0,0.0,0.0,100.0,287.0,466.0,468.0,997.0,1012.0,142.0,142.0,0.0,238.0
0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,428.0,1002.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,157.0,209.0,0.0,232.0,0.0,0.0,98.0,277.0,466.0,468.0,998.0,1011.0,132.0,132.0,0.0,237.0
0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,144.0,426.0,427.0,1003.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,154.0,202.0,0.0,244.0,0.0,0.0,97.0,291.0,466.0,468.0,997.0,1011.0,129.0,138.0,0.0,233.0
0.0,0.0,154.0,8.0,0.0,0.0,0.0,0.0,1.0,426.0,427.0,1002.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,158.0,208.0,0.0,269.0,0.0,0.0,98.0,356.0,467.0,468.0,997.0,1010.0,137.0,145.0,0.0,248.0
0.0,0.0,125.0,122.0,74.0,0.0,0.0,0.0,127.0,426.0,426.0,1001.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,151.0,190.0,0.0,287.0,0.0,0.0,99.0,371.0,467.0,468.0,996.0,1010.0,115.0,136.0,0.0,267.0
0.0,0.0,125.0,122.0,108.0,0.0,79.0,119.0,201.0,426.0,426.0,1002.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,149.0,189.0,0.0,294.0,0.0,0.0,98.0,368.0,466.0,468.0,996.0,1009.0,108.0,136.0,0.0,264.0
