Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
203.0,128.0,43.0,0.0,69.0,0.0,0.0,0.0,0.0,424.0,430.0,994.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,68.0,0.0,340.0,0.0,0.0,98.0,354.0,461.0,474.0,988.0,1011.0,32.0,55.0,354.0,298.0
216.0,133.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,430.0,995.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,71.0,0.0,354.0,0.0,0.0,95.0,363.0,464.0,474.0,990.0,1014.0,32.0,46.0,356.0,299.0
217.0,133.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,430.0,996.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,47.0,0.0,352.0,0.0,0.0,97.0,367.0,467.0,474.0,992.0,1015.0,22.0,28.0,355.0,299.0
225.0,137.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,431.0,996.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,27.0,0.0,346.0,0.0,0.0,103.0,382.0,466.0,476.0,993.0,1016.0,7.0,15.0,353.0,299.0
218.0,133.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,432.0,995.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,33.0,0.0,355.0,0.0,0.0,104.0,373.0,465.0,476.0,993.0,1017.0,9.0,18.0,352.0,285.0
236.0,140.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,431.0,995.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,33.0,0.0,358.0,0.0,0.0,103.0,385.0,465.0,476.0,993.0,1019.0,8.0,17.0,351.0,255.0
212.0,132.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,431.0,995.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,18.0,0.0,350.0,0.0,0.0,102.0,363.0,465.0,476.0,995.0,1020.0,3.0,7.0,352.0,280.0
215.0,133.0,10.0,0.0,32.0,0.0,0.0,0.0,0.0,426.0,431.0,994.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,14.0,0.0,357.0,0.0,0.0,104.0,362.0,465.0,476.0,995.0,1019.0,2.0,3.0,351.0,297.0
214.0,133.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,425.0,431.0,992.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,10.0,34.0,356.0,0.0,0.0,104.0,361.0,465.0,476.0,995.0,1018.0,1.0,4.0,353.0,298.0
200.0,128.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,426.0,431.0,990.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,34.0,346.0,0.0,0.0,94.0,352.0,466.0,476.0,994.0,1017.0,0.0,0.0,350.0,298.0
205.0,128.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,425.0,430.0,989.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,7.0,34.0,354.0,0.0,0.0,91.0,345.0,465.0,476.0,993.0,1015.0,1.0,2.0,348.0,297.0
