Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
209.0,127.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,385.0,160.0,198.0,5.0,215.0,205.0,222.0,0.0,79.0,332.0,465.0,472.0,0.0,0.0,100.0,138.0,353.0,289.0
121.0,100.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,211.0,162.0,208.0,0.0,251.0,205.0,238.0,0.0,75.0,350.0,464.0,472.0,0.0,0.0,121.0,157.0,353.0,287.0
258.0,143.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,173.0,147.0,180.0,0.0,265.0,205.0,163.0,0.0,76.0,326.0,465.0,472.0,0.0,0.0,69.0,100.0,353.0,281.0
263.0,145.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,173.0,135.0,164.0,0.0,245.0,205.0,151.0,0.0,81.0,302.0,466.0,472.0,0.0,0.0,59.0,93.0,357.0,282.0
268.0,147.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,173.0,142.0,159.0,0.0,298.0,205.0,141.0,0.0,83.0,368.0,466.0,472.0,0.0,0.0,56.0,82.0,356.0,281.0
257.0,143.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,355.0,145.0,178.0,0.0,290.0,205.0,165.0,0.0,84.0,364.0,466.0,472.0,0.0,0.0,70.0,99.0,358.0,282.0
234.0,136.0,101.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,385.0,135.0,175.0,0.0,230.0,205.0,173.0,0.0,88.0,334.0,466.0,473.0,0.0,0.0,78.0,109.0,358.0,286.0
263.0,145.0,94.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,385.0,127.0,157.0,0.0,295.0,205.0,157.0,0.0,98.0,371.0,466.0,475.0,0.0,0.0,70.0,99.0,357.0,281.0
271.0,148.0,73.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,384.0,101.0,129.0,0.0,251.0,205.0,140.0,0.0,109.0,340.0,466.0,475.0,0.0,0.0,63.0,87.0,362.0,273.0
252.0,143.0,66.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,383.0,87.0,107.0,0.0,216.0,205.0,113.0,0.0,120.0,308.0,466.0,478.0,0.0,0.0,48.0,71.0,365.0,291.0
234.0,136.0,68.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,382.0,93.0,116.0,0.0,218.0,205.0,125.0,0.0,123.0,299.0,466.0,476.0,0.0,0.0,56.0,72.0,362.0,246.0
