Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
97.0,93.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,1017.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,208.0,0.0,0.0,173.0,0.0,105.0,269.0,480.0,494.0,1030.0,1044.0,130.0,162.0,0.0,0.0
101.0,94.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,1017.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,206.0,0.0,0.0,179.0,0.0,105.0,270.0,480.0,494.0,1029.0,1044.0,131.0,158.0,0.0,0.0
103.0,95.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,1017.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,6.0,189.0,0.0,0.0,178.0,0.0,105.0,269.0,480.0,494.0,1030.0,1045.0,124.0,158.0,0.0,0.0
118.0,99.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,1018.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,70.0,191.0,0.0,0.0,177.0,0.0,105.0,267.0,480.0,494.0,1030.0,1046.0,119.0,144.0,1.0,0.0
136.0,105.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,1002.0,1031.0,0.0,0.0,0.0,0.0,22.0,0.0,79.0,0.0,0.0,186.0,200.0,0.0,0.0,170.0,0.0,105.0,268.0,480.0,494.0,1029.0,1045.0,123.0,142.0,115.0,0.0
186.0,121.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,993.0,1032.0,0.0,0.0,0.0,0.0,44.0,9.0,102.0,0.0,0.0,346.0,206.0,3.0,0.0,183.0,0.0,105.0,364.0,480.0,494.0,1029.0,1045.0,125.0,137.0,214.0,0.0
219.0,133.0,161.0,0.0,0.0,44.0,10.0,7.0,0.0,432.0,0.0,993.0,1032.0,0.0,0.0,0.0,0.0,93.0,52.0,101.0,0.0,0.0,378.0,209.0,59.0,0.0,190.0,0.0,108.0,375.0,480.0,494.0,1027.0,1046.0,125.0,136.0,347.0,0.0
271.0,151.0,161.0,124.0,110.0,128.0,191.0,166.0,166.0,432.0,0.0,993.0,1032.0,0.0,0.0,0.0,0.0,150.0,75.0,104.0,0.0,0.0,381.0,208.0,42.0,0.0,182.0,0.0,113.0,370.0,481.0,494.0,1026.0,1045.0,123.0,139.0,369.0,0.0
187.0,126.0,159.0,2.0,2.0,3.0,7.0,3.0,2.0,432.0,0.0,992.0,1032.0,0.0,0.0,0.0,0.0,64.0,42.0,100.0,0.0,0.0,383.0,201.0,0.0,0.0,188.0,0.0,122.0,355.0,481.0,494.0,1028.0,1044.0,126.0,143.0,371.0,0.0
186.0,121.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,993.0,1031.0,0.0,0.0,0.0,0.0,56.0,37.0,101.0,0.0,0.0,251.0,205.0,0.0,0.0,183.0,0.0,122.0,355.0,480.0,494.0,1030.0,1044.0,116.0,143.0,369.0,0.0
206.0,131.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,991.0,1030.0,0.0,0.0,0.0,0.0,77.0,48.0,103.0,0.0,0.0,190.0,205.0,0.0,0.0,181.0,0.0,121.0,366.0,480.0,494.0,1030.0,1044.0,112.0,141.0,364.0,0.0
