Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
141.0,106.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,123.0,187.0,0.0,355.0,206.0,115.0,0.0,89.0,257.0,461.0,472.0,999.0,0.0,104.0,106.0,366.0,254.0
151.0,109.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,96.0,158.0,0.0,335.0,206.0,99.0,0.0,89.0,269.0,462.0,472.0,1000.0,0.0,95.0,99.0,367.0,285.0
194.0,121.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,96.0,129.0,0.0,334.0,206.0,67.0,0.0,89.0,250.0,464.0,473.0,1002.0,0.0,50.0,59.0,369.0,285.0
167.0,112.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,75.0,97.0,0.0,360.0,206.0,56.0,0.0,89.0,241.0,464.0,476.0,1004.0,0.0,43.0,43.0,365.0,268.0
164.0,113.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,74.0,85.0,0.0,356.0,206.0,50.0,0.0,89.0,263.0,464.0,478.0,1004.0,0.0,44.0,41.0,370.0,264.0
194.0,122.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,109.0,87.0,101.0,0.0,345.0,206.0,53.0,88.0,89.0,397.0,464.0,477.0,1004.0,0.0,42.0,50.0,370.0,257.0
178.0,117.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,366.0,73.0,97.0,0.0,356.0,206.0,48.0,292.0,92.0,411.0,465.0,476.0,1005.0,0.0,37.0,41.0,372.0,277.0
109.0,96.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,389.0,106.0,137.0,0.0,355.0,206.0,71.0,299.0,96.0,410.0,465.0,476.0,1005.0,0.0,59.0,53.0,372.0,275.0
141.0,106.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,390.0,91.0,143.0,0.0,320.0,206.0,78.0,245.0,96.0,409.0,465.0,476.0,1004.0,0.0,68.0,73.0,372.0,288.0
176.0,115.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,390.0,96.0,136.0,0.0,334.0,206.0,68.0,276.0,94.0,407.0,466.0,476.0,1005.0,0.0,53.0,58.0,371.0,286.0
160.0,111.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,387.0,109.0,143.0,0.0,318.0,206.0,72.0,242.0,89.0,406.0,465.0,476.0,1005.0,0.0,58.0,66.0,370.0,290.0
