Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
0.0,0.0,7.0,26.0,24.0,23.0,0.0,0.0,0.0,425.0,426.0,995.0,1006.0,0.0,0.0,0.0,61.0,68.0,0.0,93.0,0.0,0.0,0.0,9.0,11.0,62.0,309.0,0.0,0.0,91.0,342.0,453.0,469.0,984.0,994.0,7.0,8.0,0.0,293.0
0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,426.0,995.0,1006.0,0.0,0.0,0.0,146.0,9.0,0.0,93.0,0.0,0.0,0.0,25.0,25.0,53.0,304.0,0.0,0.0,92.0,339.0,452.0,469.0,984.0,995.0,14.0,17.0,0.0,293.0
0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,425.0,995.0,1007.0,0.0,0.0,0.0,118.0,0.0,0.0,91.0,0.0,0.0,0.0,63.0,84.0,48.0,254.0,0.0,0.0,94.0,285.0,453.0,469.0,985.0,996.0,43.0,58.0,0.0,289.0
0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,425.0,994.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,129.0,139.0,0.0,255.0,0.0,0.0,95.0,278.0,452.0,469.0,981.0,995.0,69.0,99.0,0.0,255.0
0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,425.0,994.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,134.0,147.0,0.0,260.0,0.0,0.0,94.0,280.0,455.0,469.0,981.0,995.0,74.0,109.0,0.0,260.0
0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,426.0,995.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,133.0,162.0,0.0,282.0,0.0,0.0,95.0,301.0,456.0,469.0,983.0,999.0,92.0,135.0,0.0,269.0
0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,426.0,997.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,121.0,155.0,0.0,222.0,0.0,0.0,94.0,284.0,459.0,468.0,985.0,999.0,92.0,118.0,0.0,279.0
0.0,0.0,153.0,37.0,0.0,0.0,0.0,0.0,0.0,424.0,427.0,998.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,159.0,211.0,0.0,197.0,0.0,0.0,90.0,263.0,458.0,469.0,985.0,997.0,123.0,160.0,0.0,253.0
