Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
120.0,101.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,221.0,0.0,0.0,82.0,0.0,0.0,208.0,0.0,110.0,291.0,488.0,494.0,0.0,910.0,63.0,48.0,260.0,254.0
85.0,90.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,222.0,0.0,0.0,90.0,0.0,0.0,209.0,0.0,106.0,294.0,489.0,494.0,0.0,911.0,99.0,95.0,229.0,263.0
88.0,92.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,222.0,0.0,0.0,86.0,0.0,0.0,209.0,0.0,106.0,294.0,488.0,494.0,0.0,911.0,111.0,103.0,229.0,262.0
99.0,95.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,223.0,0.0,0.0,50.0,0.0,0.0,209.0,0.0,106.0,302.0,488.0,494.0,0.0,912.0,54.0,59.0,229.0,265.0
113.0,100.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,225.0,0.0,0.0,33.0,0.0,0.0,209.0,0.0,106.0,313.0,488.0,494.0,0.0,912.0,34.0,28.0,229.0,254.0
114.0,99.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,225.0,0.0,0.0,24.0,0.0,0.0,209.0,0.0,106.0,313.0,485.0,494.0,0.0,912.0,40.0,26.0,229.0,255.0
161.0,113.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,441.0,0.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,225.0,0.0,0.0,18.0,8.0,0.0,209.0,0.0,106.0,335.0,485.0,494.0,0.0,912.0,25.0,19.0,349.0,262.0
178.0,119.0,4.0,0.0,100.0,112.0,0.0,164.0,179.0,0.0,441.0,0.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,226.0,0.0,0.0,20.0,0.0,0.0,209.0,0.0,108.0,310.0,486.0,495.0,0.0,912.0,21.0,18.0,364.0,257.0
