Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,1005.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,116.0,0.0,0.0,202.0,253.0,91.0,339.0,0.0,0.0,0.0,1003.0,57.0,73.0,229.0,229.0
0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,1005.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,132.0,0.0,0.0,203.0,253.0,91.0,336.0,0.0,0.0,0.0,1003.0,54.0,84.0,229.0,247.0
0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,1006.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,110.0,0.0,0.0,203.0,263.0,92.0,341.0,0.0,0.0,0.0,1003.0,47.0,82.0,229.0,242.0
0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,1006.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,80.0,0.0,0.0,203.0,302.0,91.0,364.0,0.0,0.0,0.0,1004.0,39.0,68.0,229.0,239.0
0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,1006.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,67.0,0.0,0.0,202.0,234.0,91.0,327.0,0.0,0.0,0.0,1004.0,30.0,59.0,229.0,238.0
0.0,0.0,42.0,0.0,0.0,0.0,98.0,0.0,0.0,426.0,0.0,1005.0,1023.0,63.0,61.0,0.0,59.0,0.0,0.0,40.0,0.0,0.0,0.0,62.0,0.0,0.0,203.0,0.0,91.0,315.0,0.0,0.0,0.0,1004.0,28.0,46.0,344.0,287.0
0.0,0.0,41.0,0.0,0.0,0.0,67.0,0.0,0.0,426.0,0.0,1006.0,1023.0,93.0,94.0,0.0,104.0,0.0,50.0,40.0,0.0,0.0,0.0,58.0,0.0,0.0,203.0,0.0,97.0,337.0,0.0,0.0,0.0,1004.0,23.0,32.0,356.0,300.0
0.0,0.0,36.0,0.0,0.0,20.0,34.0,0.0,0.0,426.0,0.0,1006.0,1023.0,85.0,87.0,0.0,101.0,0.0,51.0,40.0,0.0,0.0,0.0,52.0,7.0,0.0,202.0,0.0,110.0,334.0,0.0,0.0,0.0,1005.0,24.0,33.0,352.0,300.0
0.0,0.0,32.0,0.0,0.0,109.0,0.0,0.0,0.0,426.0,0.0,1004.0,1021.0,85.0,87.0,0.0,101.0,0.0,52.0,40.0,0.0,0.0,0.0,39.0,42.0,0.0,202.0,0.0,118.0,332.0,0.0,0.0,0.0,1007.0,19.0,29.0,349.0,301.0
0.0,0.0,27.0,0.0,0.0,113.0,134.0,0.0,0.0,429.0,0.0,1005.0,1022.0,100.0,101.0,0.0,131.0,0.0,62.0,40.0,0.0,0.0,0.0,36.0,69.0,0.0,203.0,0.0,117.0,320.0,0.0,0.0,0.0,1002.0,17.0,27.0,340.0,302.0
0.0,0.0,22.0,0.0,0.0,0.0,132.0,0.0,0.0,428.0,0.0,1004.0,1022.0,108.0,109.0,0.0,143.0,0.0,66.0,40.0,0.0,0.0,0.0,26.0,69.0,0.0,203.0,0.0,116.0,346.0,0.0,0.0,0.0,1002.0,8.0,12.0,330.0,301.0
