Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,74.0,209.0,208.0,0.0,136.0,0.0,219.0,196.0,319.0,114.0,313.0,94.0,257.0,0.0,1031.0,59.0,73.0,347.0,222.0
0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,208.0,209.0,0.0,95.0,0.0,212.0,198.0,322.0,115.0,317.0,94.0,257.0,0.0,1031.0,48.0,61.0,346.0,234.0
0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,207.0,209.0,0.0,85.0,0.0,211.0,198.0,323.0,115.0,317.0,94.0,257.0,0.0,1035.0,46.0,60.0,343.0,230.0
0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,78.0,210.0,205.0,0.0,73.0,0.0,211.0,179.0,212.0,116.0,316.0,94.0,277.0,0.0,1037.0,42.0,46.0,348.0,234.0
0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,55.0,7.0,73.0,210.0,208.0,0.0,50.0,0.0,214.0,137.0,162.0,116.0,309.0,101.0,405.0,0.0,1037.0,32.0,35.0,349.0,230.0
0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,151.0,69.0,111.0,73.0,79.0,164.0,183.0,123.0,59.0,0.0,232.0,132.0,168.0,116.0,323.0,288.0,460.0,0.0,1035.0,28.0,34.0,348.0,236.0
0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,194.0,91.0,90.0,118.0,97.0,197.0,196.0,346.0,53.0,25.0,295.0,176.0,180.0,116.0,342.0,474.0,474.0,0.0,1033.0,28.0,28.0,357.0,230.0
0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,370.0,133.0,133.0,143.0,90.0,207.0,200.0,394.0,50.0,6.0,268.0,187.0,171.0,117.0,327.0,474.0,475.0,0.0,1035.0,29.0,29.0,352.0,269.0
