Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
94.0,95.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,1023.0,1035.0,54.0,57.0,88.0,24.0,0.0,8.0,82.0,0.0,0.0,103.0,28.0,114.0,0.0,218.0,186.0,268.0,130.0,0.0,0.0,0.0,1024.0,1039.0,91.0,100.0,370.0,282.0
84.0,91.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,1022.0,1035.0,52.0,54.0,80.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,30.0,143.0,0.0,231.0,185.0,268.0,130.0,0.0,0.0,0.0,1023.0,1040.0,102.0,118.0,371.0,300.0
99.0,96.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,1021.0,1034.0,52.0,54.0,80.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,32.0,115.0,0.0,249.0,185.0,288.0,130.0,0.0,0.0,0.0,1023.0,1040.0,71.0,90.0,370.0,301.0
112.0,101.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,435.0,1023.0,1034.0,63.0,66.0,89.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,33.0,107.0,0.0,317.0,185.0,293.0,131.0,0.0,0.0,0.0,1023.0,1039.0,53.0,78.0,370.0,292.0
121.0,103.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,435.0,1024.0,1034.0,100.0,103.0,120.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,24.0,69.0,0.0,326.0,185.0,300.0,131.0,0.0,0.0,0.0,1023.0,1039.0,42.0,64.0,373.0,296.0
129.0,105.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,1024.0,1035.0,144.0,148.0,158.0,48.0,0.0,4.0,79.0,0.0,0.0,124.0,14.0,49.0,0.0,337.0,185.0,294.0,128.0,0.0,0.0,0.0,1023.0,1039.0,36.0,56.0,371.0,296.0
219.0,133.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,1024.0,1035.0,139.0,142.0,156.0,83.0,78.0,75.0,102.0,0.0,0.0,375.0,15.0,51.0,1.0,324.0,185.0,299.0,130.0,0.0,0.0,0.0,1023.0,1040.0,41.0,59.0,370.0,274.0
293.0,158.0,48.0,119.0,123.0,78.0,136.0,136.0,39.0,436.0,436.0,1024.0,1036.0,145.0,148.0,159.0,144.0,149.0,153.0,96.0,0.0,0.0,399.0,15.0,46.0,34.0,305.0,185.0,355.0,131.0,0.0,0.0,0.0,1022.0,1039.0,37.0,55.0,369.0,304.0
