Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
172.0,119.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,418.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,69.0,154.0,0.0,0.0,200.0,0.0,89.0,346.0,0.0,0.0,0.0,1036.0,59.0,66.0,0.0,271.0
110.0,98.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,418.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,70.0,160.0,0.0,0.0,200.0,0.0,89.0,263.0,0.0,0.0,0.0,1036.0,65.0,85.0,0.0,269.0
89.0,92.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,418.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,75.0,167.0,0.0,0.0,200.0,0.0,89.0,259.0,0.0,0.0,0.0,1036.0,70.0,96.0,0.0,269.0
88.0,90.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,418.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,74.0,164.0,0.0,0.0,200.0,0.0,89.0,252.0,0.0,0.0,0.0,1036.0,65.0,94.0,0.0,265.0
105.0,97.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,418.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,66.0,148.0,0.0,0.0,200.0,0.0,89.0,258.0,0.0,0.0,0.0,1037.0,64.0,85.0,0.0,262.0
100.0,95.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,418.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,66.0,140.0,0.0,0.0,200.0,0.0,94.0,327.0,0.0,0.0,0.0,1037.0,69.0,82.0,0.0,270.0
142.0,108.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,418.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,54.0,116.0,0.0,0.0,200.0,0.0,91.0,273.0,0.0,0.0,0.0,1037.0,51.0,61.0,0.0,284.0
237.0,139.0,64.0,0.0,0.0,0.0,0.0,81.0,0.0,432.0,417.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,50.0,106.0,0.0,0.0,199.0,0.0,90.0,395.0,0.0,0.0,0.0,1038.0,45.0,58.0,0.0,276.0
