Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
200.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,432.0,995.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,93.0,309.0,0.0,0.0,1003.0,1025.0,0.0,0.0,0.0,301.0
210.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,432.0,995.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,99.0,313.0,0.0,0.0,1003.0,1026.0,0.0,0.0,0.0,272.0
222.0,135.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,431.0,996.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,209.0,0.0,92.0,328.0,0.0,0.0,1003.0,1027.0,0.0,0.0,0.0,268.0
220.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,431.0,998.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,90.0,322.0,0.0,0.0,1004.0,1028.0,0.0,0.0,0.0,264.0
200.0,127.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,430.0,998.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,3.0,0.0,0.0,209.0,0.0,93.0,302.0,0.0,0.0,1005.0,1029.0,1.0,1.0,0.0,283.0
191.0,125.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,430.0,998.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,35.0,0.0,0.0,209.0,0.0,90.0,305.0,0.0,0.0,1006.0,1029.0,7.0,10.0,0.0,244.0
202.0,128.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,431.0,997.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,37.0,0.0,0.0,209.0,0.0,90.0,307.0,0.0,0.0,1005.0,1028.0,16.0,14.0,0.0,240.0
204.0,129.0,11.0,79.0,0.0,0.0,0.0,0.0,0.0,429.0,431.0,997.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,23.0,0.0,0.0,209.0,0.0,90.0,301.0,0.0,0.0,1005.0,1028.0,11.0,12.0,0.0,251.0
198.0,127.0,9.0,99.0,0.0,0.0,0.0,0.0,0.0,427.0,431.0,996.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,17.0,14.0,0.0,209.0,0.0,90.0,291.0,0.0,0.0,1001.0,1027.0,7.0,6.0,0.0,269.0
195.0,125.0,9.0,96.0,0.0,0.0,0.0,0.0,0.0,428.0,431.0,996.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,19.0,3.0,0.0,209.0,0.0,90.0,287.0,0.0,0.0,1001.0,1025.0,7.0,6.0,0.0,248.0
242.0,142.0,8.0,106.0,105.0,97.0,0.0,0.0,0.0,429.0,431.0,996.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,19.0,0.0,0.0,209.0,0.0,90.0,281.0,0.0,90.0,999.0,1025.0,7.0,6.0,0.0,249.0
