Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
74.0,84.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,108.0,128.0,0.0,0.0,158.0,212.0,0.0,89.0,241.0,464.0,471.0,0.0,0.0,121.0,144.0,0.0,247.0
177.0,115.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,3.0,167.0,0.0,0.0,85.0,256.0,0.0,89.0,239.0,463.0,471.0,0.0,0.0,124.0,157.0,0.0,247.0
181.0,118.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,53.0,199.0,0.0,0.0,84.0,281.0,0.0,91.0,239.0,466.0,471.0,0.0,0.0,131.0,161.0,0.0,248.0
160.0,109.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,158.0,201.0,0.0,62.0,84.0,278.0,0.0,90.0,239.0,466.0,471.0,0.0,0.0,135.0,156.0,0.0,252.0
148.0,107.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,159.0,204.0,0.0,122.0,105.0,273.0,0.0,95.0,241.0,465.0,471.0,0.0,0.0,128.0,155.0,0.0,249.0
149.0,107.0,109.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,133.0,146.0,186.0,0.0,159.0,183.0,258.0,0.0,100.0,373.0,465.0,471.0,0.0,0.0,116.0,148.0,0.0,251.0
167.0,112.0,131.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,103.0,366.0,147.0,187.0,0.0,341.0,204.0,243.0,0.0,105.0,400.0,465.0,471.0,0.0,0.0,90.0,133.0,0.0,257.0
177.0,115.0,134.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,59.0,12.0,100.0,376.0,145.0,174.0,0.0,352.0,204.0,238.0,0.0,108.0,399.0,462.0,469.0,0.0,0.0,83.0,137.0,0.0,261.0
196.0,122.0,159.0,37.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,1006.0,0.0,0.0,0.0,0.0,0.0,126.0,67.0,101.0,373.0,157.0,198.0,0.0,350.0,205.0,258.0,0.0,109.0,393.0,462.0,468.0,0.0,0.0,79.0,125.0,0.0,269.0
156.0,109.0,162.0,46.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,87.0,54.0,101.0,369.0,160.0,203.0,0.0,336.0,205.0,278.0,0.0,106.0,387.0,461.0,467.0,0.0,0.0,104.0,161.0,0.0,268.0
152.0,108.0,162.0,25.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,123.0,64.0,99.0,332.0,161.0,208.0,0.0,321.0,205.0,282.0,0.0,98.0,380.0,459.0,467.0,0.0,0.0,133.0,170.0,0.0,265.0
