Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
274.0,152.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,438.0,0.0,1034.0,103.0,104.0,125.0,375.0,138.0,140.0,147.0,100.0,224.0,0.0,67.0,55.0,0.0,259.0,209.0,357.0,106.0,391.0,487.0,491.0,0.0,1039.0,22.0,25.0,347.0,300.0
274.0,152.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,438.0,0.0,1035.0,111.0,112.0,132.0,375.0,127.0,128.0,142.0,100.0,224.0,0.0,0.0,37.0,0.0,279.0,209.0,357.0,105.0,402.0,487.0,491.0,0.0,1038.0,14.0,17.0,345.0,303.0
275.0,152.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,438.0,0.0,1036.0,124.0,125.0,143.0,376.0,133.0,135.0,146.0,102.0,224.0,0.0,0.0,26.0,0.0,311.0,208.0,358.0,105.0,411.0,487.0,491.0,0.0,1038.0,11.0,12.0,348.0,304.0
274.0,152.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,438.0,0.0,1037.0,113.0,114.0,135.0,375.0,99.0,99.0,126.0,100.0,225.0,0.0,0.0,27.0,0.0,282.0,209.0,358.0,105.0,302.0,487.0,491.0,0.0,1038.0,8.0,12.0,349.0,291.0
274.0,152.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,438.0,0.0,1037.0,100.0,102.0,124.0,376.0,98.0,98.0,123.0,97.0,225.0,0.0,0.0,21.0,0.0,274.0,208.0,348.0,105.0,243.0,488.0,491.0,0.0,1038.0,9.0,12.0,346.0,290.0
273.0,152.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,438.0,0.0,1037.0,93.0,95.0,117.0,375.0,117.0,117.0,135.0,99.0,223.0,0.0,92.0,21.0,0.0,274.0,208.0,286.0,105.0,326.0,488.0,491.0,0.0,1038.0,8.0,8.0,349.0,294.0
274.0,152.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,439.0,0.0,1037.0,118.0,120.0,137.0,375.0,144.0,147.0,154.0,103.0,224.0,0.0,275.0,17.0,0.0,305.0,209.0,351.0,105.0,412.0,488.0,491.0,0.0,1040.0,6.0,7.0,351.0,294.0
274.0,152.0,7.0,36.0,0.0,0.0,82.0,0.0,0.0,293.0,439.0,0.0,1037.0,117.0,118.0,139.0,376.0,144.0,147.0,152.0,106.0,225.0,0.0,381.0,16.0,11.0,315.0,209.0,359.0,105.0,418.0,488.0,491.0,0.0,1040.0,6.0,7.0,348.0,290.0
