Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
77.0,89.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,436.0,1022.0,1036.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,206.0,0.0,268.0,207.0,151.0,119.0,0.0,0.0,0.0,1026.0,1035.0,136.0,162.0,363.0,307.0
128.0,106.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,436.0,1022.0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,207.0,0.0,219.0,186.0,0.0,119.0,0.0,0.0,0.0,1025.0,1035.0,133.0,154.0,229.0,301.0
121.0,103.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,436.0,1022.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,200.0,0.0,147.0,114.0,0.0,119.0,0.0,0.0,0.0,1025.0,1035.0,114.0,134.0,229.0,263.0
108.0,100.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,436.0,1022.0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,197.0,0.0,150.0,107.0,0.0,119.0,0.0,0.0,0.0,1025.0,1034.0,110.0,123.0,229.0,293.0
106.0,99.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,436.0,1022.0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,154.0,0.0,150.0,108.0,0.0,111.0,0.0,0.0,0.0,1025.0,1034.0,78.0,86.0,229.0,304.0
129.0,105.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,436.0,1022.0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,126.0,0.0,150.0,108.0,0.0,112.0,0.0,0.0,0.0,1025.0,1034.0,44.0,65.0,229.0,305.0
94.0,96.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,436.0,1021.0,1037.0,0.0,0.0,0.0,0.0,45.0,1.0,52.0,0.0,0.0,0.0,0.0,116.0,0.0,149.0,118.0,37.0,119.0,68.0,0.0,0.0,1021.0,1035.0,51.0,65.0,229.0,303.0
144.0,110.0,58.0,0.0,0.0,48.0,27.0,0.0,0.0,431.0,436.0,1021.0,1037.0,0.0,0.0,0.0,44.0,122.0,64.0,53.0,0.0,0.0,0.0,0.0,65.0,0.0,193.0,193.0,5.0,119.0,108.0,0.0,0.0,1019.0,1034.0,26.0,36.0,340.0,304.0
