Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
0.0,0.0,24.0,0.0,4.0,56.0,3.0,75.0,0.0,0.0,425.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,39.0,29.0,0.0,295.0,205.0,0.0,92.0,295.0,471.0,485.0,1016.0,0.0,10.0,8.0,0.0,288.0
0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,26.0,15.0,0.0,284.0,201.0,0.0,96.0,271.0,472.0,485.0,1016.0,0.0,7.0,4.0,0.0,292.0
0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,11.0,5.0,0.0,292.0,138.0,0.0,90.0,273.0,473.0,485.0,1015.0,0.0,2.0,2.0,0.0,260.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,4.0,1.0,0.0,300.0,131.0,0.0,90.0,271.0,473.0,485.0,1016.0,0.0,0.0,0.0,0.0,275.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,5.0,3.0,0.0,248.0,189.0,0.0,90.0,259.0,473.0,485.0,1016.0,0.0,1.0,0.0,0.0,276.0
0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,18.0,13.0,0.0,241.0,205.0,0.0,92.0,256.0,473.0,485.0,1015.0,0.0,8.0,7.0,0.0,276.0
0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,26.0,21.0,0.0,238.0,205.0,0.0,95.0,260.0,473.0,485.0,1015.0,0.0,12.0,9.0,0.0,276.0
0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,24.0,27.0,0.0,262.0,205.0,0.0,97.0,263.0,472.0,485.0,1015.0,0.0,12.0,11.0,0.0,290.0
