Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
265.0,150.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,429.0,985.0,1007.0,0.0,0.0,0.0,46.0,127.0,97.0,94.0,0.0,0.0,0.0,54.0,0.0,354.0,0.0,282.0,94.0,345.0,0.0,0.0,1005.0,0.0,18.0,33.0,0.0,299.0
250.0,146.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,428.0,984.0,1006.0,0.0,0.0,0.0,0.0,102.0,61.0,94.0,0.0,0.0,0.0,74.0,0.0,341.0,0.0,197.0,94.0,315.0,0.0,0.0,1006.0,0.0,34.0,54.0,0.0,298.0
214.0,135.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,428.0,985.0,1007.0,0.0,0.0,0.0,0.0,114.0,65.0,84.0,0.0,0.0,0.0,59.0,0.0,329.0,0.0,220.0,94.0,267.0,0.0,0.0,1007.0,0.0,29.0,41.0,0.0,295.0
107.0,100.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,428.0,986.0,1009.0,0.0,0.0,0.0,0.0,95.0,58.0,83.0,0.0,0.0,0.0,65.0,0.0,170.0,0.0,201.0,94.0,259.0,0.0,0.0,1007.0,0.0,29.0,33.0,0.0,271.0
259.0,146.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,428.0,987.0,1009.0,0.0,0.0,0.0,46.0,145.0,76.0,97.0,0.0,0.0,0.0,48.0,0.0,323.0,0.0,228.0,94.0,351.0,0.0,0.0,1007.0,0.0,20.0,21.0,0.0,272.0
272.0,152.0,25.0,0.0,59.0,40.0,0.0,0.0,0.0,425.0,429.0,988.0,1010.0,0.0,0.0,0.0,132.0,141.0,143.0,103.0,0.0,0.0,0.0,41.0,1.0,349.0,0.0,285.0,94.0,385.0,0.0,0.0,1007.0,0.0,16.0,19.0,0.0,296.0
280.0,155.0,15.0,0.0,36.0,2.0,0.0,0.0,0.0,426.0,430.0,988.0,1011.0,0.0,0.0,0.0,120.0,121.0,136.0,100.0,0.0,0.0,0.0,27.0,34.0,355.0,0.0,285.0,94.0,370.0,0.0,0.0,1007.0,0.0,12.0,13.0,0.0,299.0
283.0,156.0,13.0,0.0,119.0,19.0,0.0,0.0,0.0,427.0,430.0,988.0,1012.0,0.0,0.0,0.0,127.0,126.0,139.0,104.0,0.0,0.0,0.0,20.0,68.0,355.0,0.0,340.0,94.0,376.0,0.0,0.0,1007.0,0.0,10.0,12.0,0.0,300.0
281.0,156.0,21.0,0.0,123.0,121.0,0.0,0.0,86.0,428.0,431.0,987.0,1011.0,0.0,50.0,0.0,124.0,123.0,138.0,95.0,0.0,0.0,0.0,32.0,1.0,354.0,0.0,340.0,94.0,368.0,0.0,0.0,1009.0,0.0,17.0,19.0,0.0,299.0
278.0,155.0,21.0,0.0,85.0,57.0,0.0,0.0,118.0,428.0,430.0,986.0,1011.0,0.0,0.0,0.0,127.0,126.0,140.0,101.0,0.0,0.0,0.0,42.0,39.0,353.0,0.0,326.0,94.0,384.0,0.0,0.0,1005.0,0.0,15.0,18.0,0.0,300.0
276.0,154.0,14.0,0.0,29.0,0.0,0.0,0.0,0.0,428.0,430.0,986.0,1011.0,0.0,0.0,0.0,126.0,126.0,139.0,103.0,0.0,0.0,0.0,34.0,0.0,356.0,0.0,292.0,94.0,383.0,0.0,0.0,1004.0,0.0,16.0,17.0,0.0,301.0
