Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Norther Offshore WP,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,SERAING TV,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,VILVOORDE GT,Zandvliet Power,Zelzate 2 Knippegroen
274.0,150.0,64.0,0.0,107.0,0.0,127.0,0.0,174.0,450.0,434.0,1014.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,80.0,133.0,78.0,0.0,348.0,204.0,124.0,331.0,0.0,79.0,387.0,465.0,479.0,0.0,1024.0,31.0,65.0,0.0,333.0,298.0
275.0,150.0,52.0,0.0,141.0,0.0,6.0,0.0,178.0,449.0,433.0,1008.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,73.0,112.0,70.0,0.0,344.0,203.0,99.0,331.0,0.0,73.0,385.0,465.0,479.0,0.0,1023.0,27.0,49.0,0.0,336.0,298.0
274.0,150.0,53.0,0.0,64.0,0.0,0.0,0.0,142.0,448.0,433.0,1008.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,71.0,86.0,61.0,0.0,319.0,204.0,79.0,326.0,0.0,69.0,390.0,465.0,479.0,0.0,1026.0,20.0,36.0,0.0,333.0,299.0
274.0,150.0,40.0,0.0,34.0,0.0,0.0,0.0,29.0,448.0,433.0,1009.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,57.0,90.0,59.0,0.0,328.0,204.0,77.0,282.0,0.0,69.0,396.0,465.0,479.0,0.0,1029.0,23.0,29.0,0.0,335.0,300.0
274.0,150.0,23.0,0.0,9.0,0.0,0.0,0.0,0.0,448.0,433.0,1009.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,30.0,38.0,29.0,0.0,336.0,204.0,38.0,300.0,0.0,69.0,396.0,465.0,479.0,0.0,1027.0,9.0,13.0,0.0,336.0,299.0
274.0,150.0,16.0,0.0,55.0,0.0,0.0,0.0,0.0,448.0,432.0,1008.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,20.0,12.0,12.0,0.0,351.0,205.0,14.0,316.0,0.0,69.0,396.0,465.0,479.0,0.0,1026.0,1.0,5.0,0.0,339.0,298.0
272.0,149.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,447.0,432.0,1009.0,1025.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,8.0,6.0,5.0,0.0,283.0,205.0,8.0,273.0,0.0,69.0,393.0,464.0,479.0,0.0,1025.0,1.0,2.0,0.0,336.0,299.0
269.0,148.0,0.0,61.0,135.0,0.0,0.0,0.0,0.0,448.0,433.0,1011.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1.0,0.0,0.0,0.0,345.0,204.0,0.0,297.0,0.0,69.0,391.0,463.0,479.0,0.0,1024.0,0.0,0.0,0.0,338.0,296.0
266.0,148.0,10.0,113.0,113.0,0.0,35.0,0.0,42.0,448.0,433.0,1013.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,51.0,0.0,13.0,11.0,13.0,5.0,358.0,204.0,13.0,318.0,0.0,69.0,388.0,463.0,479.0,0.0,1023.0,3.0,7.0,0.0,337.0,295.0
266.0,148.0,6.0,128.0,128.0,0.0,192.0,0.0,169.0,449.0,434.0,1014.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,51.0,0.0,8.0,6.0,8.0,32.0,312.0,204.0,8.0,318.0,0.0,69.0,376.0,462.0,479.0,0.0,1023.0,0.0,4.0,0.0,339.0,296.0
267.0,148.0,4.0,97.0,98.0,0.0,159.0,0.0,161.0,448.0,433.0,1014.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,51.0,0.0,5.0,17.0,7.0,0.0,292.0,204.0,12.0,327.0,0.0,69.0,369.0,463.0,479.0,0.0,1023.0,3.0,4.0,0.0,339.0,297.0
267.0,148.0,0.0,1.0,34.0,0.0,2.0,0.0,148.0,448.0,433.0,1017.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,51.0,0.0,0.0,25.0,7.0,0.0,211.0,204.0,15.0,323.0,0.0,69.0,350.0,462.0,479.0,0.0,1023.0,5.0,2.0,0.0,341.0,296.0
167.0,115.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,434.0,1018.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,50.0,0.0,28.0,68.0,35.0,0.0,189.0,204.0,47.0,120.0,0.0,69.0,393.0,462.0,479.0,0.0,1024.0,14.0,24.0,0.0,340.0,294.0
125.0,97.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,433.0,1018.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,51.0,0.0,127.0,300.0,153.0,0.0,190.0,204.0,220.0,0.0,0.0,69.0,332.0,463.0,478.0,0.0,1024.0,84.0,108.0,0.0,339.0,166.0
233.0,136.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,433.0,1017.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,82.0,171.0,103.0,0.0,208.0,204.0,112.0,0.0,0.0,69.0,295.0,464.0,479.0,0.0,1022.0,37.0,77.0,0.0,339.0,126.0
244.0,140.0,26.0,0.0,108.0,0.0,0.0,0.0,0.0,448.0,433.0,1018.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,34.0,72.0,40.0,0.0,268.0,204.0,46.0,0.0,0.0,69.0,391.0,465.0,481.0,0.0,1022.0,15.0,32.0,0.0,235.0,118.0
240.0,139.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,433.0,1017.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,55.0,114.0,80.0,0.0,235.0,204.0,98.0,0.0,0.0,74.0,318.0,467.0,483.0,0.0,1026.0,33.0,53.0,0.0,229.0,116.0
81.0,87.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,432.0,1017.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,134.0,277.0,165.0,0.0,160.0,200.0,178.0,0.0,0.0,85.0,242.0,468.0,483.0,0.0,1028.0,80.0,117.0,0.0,229.0,117.0
164.0,112.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,432.0,1016.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,85.0,282.0,1.0,0.0,224.0,132.0,154.0,0.0,0.0,96.0,240.0,467.0,483.0,0.0,1027.0,84.0,128.0,0.0,229.0,150.0
157.0,111.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,433.0,1018.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,67.0,179.0,91.0,0.0,255.0,133.0,143.0,0.0,0.0,98.0,243.0,467.0,484.0,0.0,1026.0,46.0,69.0,0.0,230.0,230.0
193.0,121.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,433.0,1018.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,55.0,197.0,81.0,0.0,302.0,188.0,125.0,0.0,0.0,97.0,390.0,468.0,484.0,0.0,1027.0,40.0,78.0,0.0,333.0,247.0
241.0,140.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,434.0,1018.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,65.0,229.0,91.0,0.0,247.0,205.0,143.0,0.0,0.0,101.0,391.0,468.0,484.0,0.0,1029.0,50.0,81.0,0.0,335.0,264.0
151.0,111.0,70.0,0.0,24.0,0.0,0.0,0.0,0.0,450.0,434.0,1018.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,98.0,315.0,142.0,0.0,199.0,198.0,210.0,127.0,0.0,101.0,389.0,468.0,484.0,0.0,1030.0,73.0,126.0,0.0,338.0,297.0
245.0,139.0,71.0,42.0,70.0,0.0,0.0,0.0,41.0,450.0,434.0,1018.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,120.0,322.0,145.0,0.0,211.0,205.0,217.0,322.0,0.0,102.0,323.0,469.0,484.0,0.0,1030.0,77.0,128.0,0.0,336.0,293.0
124.0,103.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,449.0,433.0,1019.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,104.0,302.0,141.0,0.0,266.0,205.0,200.0,290.0,0.0,98.0,374.0,469.0,484.0,0.0,1024.0,71.0,114.0,0.0,336.0,279.0
159.0,110.0,43.0,83.0,76.0,0.0,0.0,0.0,0.0,448.0,433.0,1017.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,70.0,269.0,100.0,0.0,246.0,205.0,149.0,258.0,0.0,98.0,370.0,469.0,484.0,0.0,1029.0,60.0,82.0,0.0,331.0,295.0
249.0,141.0,65.0,20.0,21.0,0.0,0.0,0.0,0.0,448.0,432.0,1014.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,87.0,235.0,101.0,0.0,280.0,205.0,146.0,172.0,0.0,96.0,377.0,468.0,484.0,0.0,1029.0,61.0,77.0,0.0,329.0,299.0
238.0,139.0,82.0,97.0,108.0,0.0,0.0,0.0,0.0,447.0,432.0,1014.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,108.0,196.0,124.0,0.0,246.0,205.0,169.0,313.0,0.0,95.0,387.0,467.0,484.0,0.0,1029.0,58.0,76.0,0.0,334.0,299.0
260.0,145.0,73.0,11.0,59.0,0.0,0.0,0.0,1.0,447.0,432.0,1014.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,93.0,149.0,99.0,0.0,340.0,205.0,125.0,332.0,0.0,98.0,394.0,467.0,485.0,0.0,1030.0,47.0,47.0,0.0,335.0,298.0
266.0,148.0,47.0,123.0,124.0,0.0,190.0,0.0,202.0,447.0,433.0,1013.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,62.0,82.0,55.0,34.0,356.0,205.0,71.0,331.0,0.0,98.0,394.0,467.0,485.0,0.0,1031.0,21.0,26.0,0.0,332.0,300.0
236.0,139.0,32.0,36.0,96.0,0.0,4.0,0.0,34.0,447.0,432.0,1012.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,42.0,53.0,41.0,31.0,272.0,204.0,51.0,331.0,0.0,92.0,367.0,466.0,485.0,0.0,1031.0,13.0,17.0,0.0,342.0,294.0
231.0,136.0,29.0,13.0,0.0,0.0,0.0,0.0,3.0,448.0,432.0,1013.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,39.0,47.0,35.0,0.0,240.0,204.0,47.0,293.0,0.0,88.0,368.0,467.0,485.0,0.0,1031.0,10.0,26.0,0.0,345.0,300.0
244.0,140.0,24.0,37.0,0.0,0.0,0.0,0.0,42.0,448.0,433.0,1014.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,100.0,0.0,36.0,26.0,17.0,0.0,286.0,204.0,25.0,315.0,0.0,88.0,395.0,467.0,484.0,0.0,1023.0,3.0,14.0,0.0,335.0,300.0
253.0,144.0,5.0,6.0,0.0,0.0,56.0,0.0,64.0,448.0,433.0,1015.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,100.0,0.0,7.0,0.0,1.0,5.0,327.0,204.0,2.0,331.0,0.0,86.0,396.0,465.0,483.0,0.0,1019.0,0.0,0.0,0.0,331.0,296.0
243.0,139.0,1.0,0.0,0.0,0.0,134.0,0.0,134.0,449.0,433.0,1016.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,69.0,0.0,2.0,0.0,0.0,13.0,289.0,204.0,0.0,331.0,0.0,91.0,374.0,462.0,482.0,0.0,1018.0,0.0,0.0,0.0,332.0,299.0
247.0,141.0,0.0,0.0,0.0,0.0,199.0,0.0,198.0,449.0,433.0,1016.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,336.0,204.0,0.0,333.0,0.0,99.0,397.0,463.0,481.0,0.0,1019.0,0.0,0.0,0.0,334.0,297.0
229.0,135.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,448.0,433.0,1016.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,293.0,204.0,0.0,213.0,0.0,102.0,394.0,463.0,481.0,0.0,1022.0,0.0,0.0,0.0,336.0,273.0
242.0,140.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,433.0,1015.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,50.0,0.0,7.0,27.0,10.0,0.0,320.0,204.0,12.0,259.0,0.0,101.0,387.0,465.0,481.0,0.0,1022.0,4.0,5.0,0.0,338.0,264.0
211.0,132.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,433.0,1015.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,57.0,0.0,22.0,74.0,22.0,0.0,307.0,204.0,37.0,204.0,0.0,100.0,396.0,465.0,481.0,0.0,1023.0,13.0,15.0,0.0,337.0,269.0
14.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,432.0,1014.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,57.0,0.0,32.0,96.0,36.0,0.0,297.0,204.0,55.0,294.0,0.0,101.0,395.0,466.0,480.0,0.0,1027.0,18.0,24.0,0.0,236.0,220.0
0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,432.0,1015.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,34.0,88.0,38.0,0.0,301.0,204.0,52.0,303.0,0.0,102.0,248.0,469.0,481.0,0.0,1031.0,17.0,22.0,0.0,229.0,235.0
0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,432.0,1016.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,22.0,76.0,21.0,0.0,263.0,204.0,30.0,287.0,0.0,100.0,240.0,472.0,480.0,0.0,1031.0,11.0,15.0,0.0,229.0,251.0
0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,432.0,1017.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,25.0,101.0,27.0,0.0,302.0,204.0,33.0,303.0,0.0,101.0,240.0,473.0,481.0,0.0,1031.0,14.0,17.0,0.0,229.0,266.0
0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,432.0,1016.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,38.0,100.0,37.0,0.0,320.0,204.0,48.0,305.0,0.0,102.0,240.0,474.0,481.0,0.0,1031.0,17.0,22.0,0.0,229.0,254.0
0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,433.0,1017.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,35.0,124.0,33.0,0.0,293.0,204.0,46.0,293.0,0.0,107.0,243.0,475.0,480.0,0.0,1031.0,21.0,24.0,0.0,229.0,279.0
0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,434.0,1019.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,55.0,181.0,67.0,0.0,211.0,204.0,104.0,264.0,0.0,105.0,394.0,474.0,481.0,0.0,1030.0,39.0,46.0,0.0,331.0,284.0
0.0,0.0,36.0,0.0,0.0,0.0,200.0,0.0,124.0,449.0,434.0,1019.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,59.0,208.0,62.0,0.0,303.0,204.0,104.0,335.0,0.0,103.0,370.0,473.0,481.0,0.0,1030.0,44.0,53.0,0.0,338.0,298.0
0.0,0.0,52.0,0.0,0.0,0.0,198.0,0.0,125.0,449.0,434.0,1019.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,86.0,280.0,89.0,0.0,328.0,204.0,131.0,332.0,0.0,101.0,396.0,472.0,481.0,0.0,1029.0,55.0,73.0,0.0,335.0,297.0
0.0,0.0,65.0,0.0,0.0,0.0,137.0,0.0,125.0,449.0,433.0,1018.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,102.0,278.0,98.0,0.0,290.0,204.0,134.0,329.0,0.0,100.0,386.0,472.0,481.0,0.0,1028.0,54.0,71.0,0.0,337.0,297.0
0.0,0.0,99.0,0.0,0.0,0.0,122.0,0.0,125.0,451.0,433.0,1015.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,135.0,293.0,148.0,0.0,281.0,204.0,181.0,324.0,0.0,99.0,385.0,469.0,481.0,0.0,1025.0,55.0,69.0,0.0,335.0,300.0
0.0,0.0,131.0,0.0,0.0,0.0,5.0,0.0,34.0,449.0,433.0,1014.0,1022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,160.0,315.0,178.0,0.0,198.0,204.0,230.0,257.0,0.0,98.0,334.0,465.0,481.0,0.0,1027.0,85.0,81.0,0.0,331.0,298.0
0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,433.0,1012.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,159.0,345.0,183.0,0.0,215.0,204.0,243.0,172.0,0.0,97.0,32.0,465.0,481.0,0.0,1019.0,96.0,113.0,0.0,326.0,297.0
0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,135.0,447.0,432.0,1010.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,57.0,0.0,113.0,251.0,112.0,27.0,345.0,204.0,164.0,290.0,0.0,96.0,0.0,457.0,480.0,0.0,1008.0,60.0,59.0,0.0,320.0,297.0
0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,204.0,447.0,432.0,1009.0,1017.0,2.0,2.0,0.0,0.0,0.0,0.0,136.0,0.0,57.0,0.0,45.0,191.0,42.0,66.0,340.0,210.0,67.0,316.0,0.0,96.0,0.0,455.0,481.0,0.0,1005.0,30.0,27.0,0.0,318.0,298.0
0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,9.0,447.0,432.0,1010.0,1019.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,57.0,0.0,114.0,278.0,134.0,16.0,249.0,208.0,190.0,271.0,0.0,80.0,0.0,456.0,481.0,0.0,1008.0,77.0,84.0,0.0,322.0,268.0
0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,432.0,762.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,122.0,305.0,139.0,10.0,222.0,204.0,201.0,214.0,0.0,71.0,0.0,462.0,481.0,0.0,1016.0,86.0,115.0,0.0,327.0,285.0
0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,432.0,240.0,1022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,127.0,315.0,132.0,17.0,211.0,204.0,206.0,239.0,0.0,70.0,0.0,465.0,481.0,0.0,1022.0,91.0,115.0,0.0,327.0,257.0
0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,433.0,171.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,152.0,347.0,175.0,34.0,177.0,204.0,251.0,240.0,0.0,79.0,0.0,466.0,481.0,0.0,1029.0,115.0,147.0,0.0,331.0,274.0
0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,433.0,45.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,150.0,345.0,172.0,34.0,225.0,204.0,244.0,277.0,0.0,86.0,0.0,467.0,481.0,0.0,1029.0,108.0,137.0,0.0,332.0,252.0
0.0,0.0,108.0,0.0,0.0,0.0,135.0,0.0,155.0,448.0,434.0,29.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,141.0,338.0,173.0,67.0,250.0,203.0,243.0,287.0,0.0,89.0,0.0,466.0,481.0,0.0,1028.0,115.0,138.0,0.0,332.0,282.0
0.0,0.0,140.0,0.0,0.0,0.0,138.0,0.0,138.0,448.0,434.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,156.0,348.0,190.0,68.0,181.0,203.0,275.0,250.0,0.0,94.0,0.0,465.0,480.0,0.0,1021.0,129.0,155.0,0.0,334.0,280.0
0.0,0.0,135.0,0.0,0.0,0.0,178.0,0.0,177.0,448.0,434.0,0.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,159.0,336.0,184.0,67.0,229.0,138.0,259.0,274.0,0.0,97.0,0.0,465.0,481.0,0.0,1018.0,111.0,143.0,0.0,333.0,280.0
