Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
246.0,142.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,431.0,0.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,9.0,10.0,0.0,293.0,0.0,0.0,111.0,416.0,0.0,0.0,1019.0,1028.0,2.0,4.0,0.0,204.0
236.0,138.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,431.0,0.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,10.0,11.0,0.0,277.0,0.0,0.0,110.0,258.0,0.0,0.0,1019.0,1029.0,4.0,7.0,0.0,194.0
236.0,139.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,430.0,0.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,3.0,2.0,0.0,266.0,0.0,0.0,110.0,240.0,0.0,0.0,1020.0,1030.0,3.0,3.0,0.0,217.0
240.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,430.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0,110.0,240.0,0.0,0.0,1020.0,1030.0,0.0,0.0,0.0,203.0
235.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,430.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,109.0,240.0,0.0,0.0,1020.0,1031.0,0.0,0.0,0.0,208.0
243.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,430.0,0.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,278.0,0.0,0.0,109.0,404.0,0.0,0.0,1020.0,1031.0,1.0,2.0,0.0,216.0
249.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,430.0,0.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,9.0,0.0,297.0,0.0,0.0,109.0,418.0,0.0,0.0,1020.0,1031.0,2.0,3.0,0.0,208.0
258.0,146.0,4.0,0.0,0.0,23.0,0.0,0.0,0.0,430.0,430.0,0.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,8.0,9.0,0.0,308.0,0.0,0.0,110.0,418.0,0.0,0.0,1020.0,1031.0,3.0,4.0,0.0,280.0
