Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
161.0,111.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,433.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,387.0,31.0,27.0,0.0,354.0,206.0,0.0,89.0,342.0,492.0,493.0,1033.0,1038.0,6.0,6.0,229.0,279.0
173.0,115.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,433.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,387.0,39.0,38.0,0.0,352.0,206.0,0.0,89.0,252.0,492.0,493.0,1033.0,1037.0,16.0,24.0,229.0,274.0
187.0,119.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,433.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,218.0,33.0,32.0,0.0,354.0,206.0,0.0,89.0,247.0,492.0,493.0,1033.0,1037.0,8.0,20.0,229.0,287.0
195.0,121.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,433.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,173.0,27.0,25.0,0.0,363.0,206.0,0.0,89.0,243.0,492.0,493.0,1033.0,1037.0,8.0,14.0,229.0,282.0
230.0,134.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,432.0,0.0,1044.0,0.0,0.0,0.0,13.0,40.0,5.0,94.0,357.0,17.0,13.0,0.0,362.0,206.0,181.0,90.0,356.0,493.0,493.0,1032.0,1036.0,8.0,8.0,229.0,289.0
202.0,124.0,6.0,0.0,0.0,0.0,18.0,3.0,0.0,436.0,433.0,0.0,1043.0,0.0,0.0,0.0,117.0,126.0,113.0,111.0,385.0,13.0,8.0,3.0,357.0,207.0,327.0,89.0,409.0,493.0,493.0,1032.0,1036.0,7.0,4.0,346.0,303.0
292.0,152.0,9.0,0.0,0.0,84.0,161.0,167.0,0.0,436.0,434.0,0.0,1042.0,0.0,0.0,0.0,138.0,156.0,152.0,107.0,385.0,18.0,16.0,34.0,354.0,206.0,350.0,89.0,389.0,493.0,493.0,1032.0,1037.0,9.0,12.0,359.0,300.0
291.0,153.0,11.0,0.0,0.0,149.0,157.0,164.0,0.0,436.0,434.0,0.0,1043.0,0.0,0.0,0.0,138.0,154.0,152.0,95.0,384.0,23.0,19.0,33.0,363.0,206.0,349.0,89.0,410.0,493.0,494.0,1032.0,1037.0,12.0,16.0,362.0,300.0
