Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
198.0,125.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,146.0,0.0,74.0,0.0,0.0,209.0,67.0,105.0,299.0,451.0,491.0,0.0,738.0,33.0,69.0,229.0,222.0
178.0,118.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,123.0,0.0,73.0,0.0,0.0,209.0,0.0,105.0,290.0,451.0,491.0,0.0,772.0,43.0,54.0,229.0,216.0
201.0,127.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,120.0,0.0,52.0,0.0,0.0,209.0,0.0,105.0,303.0,450.0,491.0,0.0,806.0,31.0,38.0,229.0,243.0
187.0,122.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,138.0,0.0,37.0,0.0,0.0,209.0,0.0,105.0,294.0,450.0,491.0,0.0,824.0,16.0,16.0,229.0,226.0
209.0,130.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,191.0,0.0,19.0,0.0,0.0,209.0,0.0,105.0,305.0,451.0,491.0,0.0,826.0,6.0,9.0,229.0,217.0
206.0,128.0,12.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,218.0,0.0,16.0,0.0,0.0,208.0,0.0,105.0,359.0,451.0,491.0,0.0,823.0,9.0,12.0,229.0,230.0
215.0,131.0,28.0,0.0,0.0,28.0,0.0,163.0,19.0,0.0,0.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,217.0,0.0,19.0,34.0,0.0,209.0,0.0,105.0,354.0,451.0,491.0,0.0,826.0,15.0,16.0,333.0,295.0
280.0,156.0,49.0,0.0,67.0,112.0,0.0,156.0,151.0,0.0,0.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,216.0,0.0,54.0,0.0,0.0,209.0,0.0,105.0,348.0,451.0,492.0,0.0,827.0,21.0,32.0,355.0,298.0
