Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
170.0,118.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,78.0,97.0,0.0,267.0,205.0,108.0,0.0,70.0,337.0,464.0,475.0,0.0,0.0,44.0,80.0,0.0,240.0
260.0,143.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,66.0,71.0,0.0,232.0,205.0,83.0,0.0,72.0,352.0,464.0,475.0,0.0,0.0,29.0,65.0,0.0,131.0
232.0,137.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,69.0,84.0,0.0,208.0,205.0,82.0,0.0,75.0,313.0,467.0,475.0,0.0,0.0,30.0,53.0,0.0,141.0
243.0,137.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,58.0,72.0,0.0,208.0,205.0,84.0,0.0,76.0,304.0,467.0,475.0,0.0,0.0,34.0,50.0,0.0,159.0
281.0,152.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,53.0,71.0,0.0,226.0,205.0,86.0,0.0,76.0,310.0,467.0,475.0,0.0,0.0,36.0,53.0,0.0,269.0
273.0,149.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,62.0,86.0,0.0,198.0,205.0,97.0,0.0,77.0,280.0,467.0,475.0,0.0,0.0,39.0,74.0,0.0,294.0
259.0,145.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,77.0,98.0,0.0,221.0,205.0,104.0,0.0,78.0,299.0,467.0,475.0,0.0,0.0,41.0,86.0,0.0,250.0
251.0,143.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,97.0,125.0,0.0,293.0,205.0,128.0,0.0,80.0,299.0,467.0,475.0,0.0,0.0,51.0,89.0,0.0,255.0
201.0,125.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,127.0,142.0,0.0,264.0,205.0,147.0,0.0,80.0,287.0,467.0,476.0,0.0,0.0,71.0,123.0,0.0,253.0
134.0,103.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,154.0,170.0,0.0,218.0,194.0,179.0,0.0,76.0,268.0,467.0,479.0,0.0,0.0,92.0,129.0,0.0,240.0
266.0,145.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,158.0,182.0,0.0,242.0,77.0,208.0,0.0,75.0,290.0,467.0,478.0,0.0,0.0,102.0,144.0,0.0,251.0
